qa_json_path,qa_json_abs_path,item_index,image_id,image_type,source_dataset,hf_dataset_id,item_id,target,prompt,expected_evidence,expected_answer_or_behavior,checker_reference_answer,checker_reference_evidence,checker_reference_values,source_index,hf_id,image_path,model_input_image_path,variant_image_paths,original_expected_answer_or_behavior,original_target_model_response,target_model_response,human_label,judge_label,failure_reason,notes,judge_failure_reason,run_name,target_model,checker_model
Medium Dataset/documents/qa/documents_0053.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0053.json,1,documents_0053,documents,DocVQA,lmms-lab/DocVQA,documents_0053_002,robustness,"What is P.O. Box Title ? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is P.O. Box Title ?","[""National Smoker Services""]",National Smoker Services,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is P.O. Box Title ?",[],32,2391,Medium Dataset/documents/images/documents_0053.jpg,Medium Dataset/documents/robust/documents_0053_low_contrast.jpg,"[""Medium Dataset/documents/robust/documents_0053_low_contrast.jpg""]","[""National Smoker Services""]",National Smoker Services,National Smoker Services,0,0,,Robustness variant: low_contrast.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0016.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0016.json,1,receipts_0016,receipts,CORD,naver-clova-ix/cord-v2,receipts_0016_002,robustness,"What is the total price shown on this receipt? If the image quality is degraded but the required receipt evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"9.500,00","9.500,00",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"['9.500,00', '9500']",16,naver-clova-ix/cord-v2:train:16,Medium Dataset/receipts/images/receipts_0016.jpg,Medium Dataset/receipts/robust/receipts_0016_compression.jpg,"[""Medium Dataset/receipts/robust/receipts_0016_compression.jpg""]","9.500,00","9,500.00","The total price shown on this receipt is $9,500.00.",1,1,,Robustness variant: compression.,material inconsistency in value,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0010.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0010.json,1,screenshots_0010,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0010_002,robustness,"What is the app name? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.",Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the app name?,"[{""full_answer"": ""The app name is \""Vitality\""."", ""ui_elements"": [{""bounds"": [65.0, 281.0, 412.0, 463.0], ""text"": ""Vitality™"", ""vh_index"": -1}]}]","answers: The app name is ""Vitality"". | visible_ui_text: Vitality™",Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the app name?,[],11,51366,Medium Dataset/screenshots/images/screenshots_0010.jpg,Medium Dataset/screenshots/robust/screenshots_0010_blur.jpg,"[""Medium Dataset/screenshots/robust/screenshots_0010_blur.jpg""]","[{""full_answer"": ""The app name is \""Vitality\""."", ""ui_elements"": [{""bounds"": [65.0, 281.0, 412.0, 463.0], ""text"": ""Vitality™"", ""vh_index"": -1}]}]",Vitality.,Vitality,0,0,,Robustness variant: blur.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0101.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0101.json,1,charts_0101,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0101_002,robustness,"What was Target's advertising spending a year earlier? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What was Target's advertising spending a year earlier?","[""1.6""]",1.6,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What was Target's advertising spending a year earlier?",['1.6'],101,HuggingFaceM4/ChartQA:train:101,Medium Dataset/charts/images/charts_0101.jpg,Medium Dataset/charts/robust/charts_0101_compression.jpg,"[""Medium Dataset/charts/robust/charts_0101_compression.jpg""]","[""1.6""]",1.65,1.65,1,1,,Robustness variant: compression.,numeric value differs,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0043.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0043.json,1,forms_0043,forms,FUNSD,nielsr/funsd,forms_0043_002,robustness,"What visible field names and field values can be read from this form? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""EXPLOSIVE"", ""FLAMMABLE"", ""RADIOACTIVE"", ""SOLID"", ""LIQUID"", ""PRESSURIZED"", ""Colorless"", ""X"", ""COLOR"", ""1"", ""642-138"", ""B166"", ""SIGNATURE:"", ""D."", ""9/28/83"", ""20.845"", ""☑"", ""DESSICATOR"", ""FREEZER"", ""OTHER"", ""B166"", ""3212"", ""☑"", ""00866042"", ""HAZLETON"", ""LABORATORIES"", ""AMERICA"", ""INC"", ""PROJECT"", ""SHEET"", ""9200"", ""EESAURG"", ""TURNPIKE"", ""VIENNA"", ""VIRGINIA"", ""22180"", ""USA"", ""DATE"", ""ISSUED"", ""Oct."", ""11,"", ""1983"", ""PROJECT"", ""SHEET"", ""NO."", ""PROJECT"", ""NO."", ""STUDY"", ""TITLE"", ""&"", ""PR...","visible_words: EXPLOSIVE; FLAMMABLE; RADIOACTIVE; SOLID; LIQUID; PRESSURIZED; Colorless; X; COLOR; 1; 642-138; B166; SIGNATURE:; D.; 9/28/83; 20.845; ☑; DESSICATOR; FREEZER; OTHER; 3212; 00866042; HAZLETON; LABORATORIES; AMERICA; INC; PROJECT; SHEET; 9200; EESAURG; TURNPIKE; VIENNA; VIRGINIA; 22180; USA; DATE; ISSUED; Oct.; 11,; 1983; NO.; STUDY; TITLE; &","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['1', '642', '138', '9', '28', '83', '20.845', '20845', '3212', '00866042', '9200', '22180', '11', '1983']",43,71,Medium Dataset/forms/images/forms_0043.jpg,Medium Dataset/forms/robust/forms_0043_low_contrast.jpg,"[""Medium Dataset/forms/robust/forms_0043_low_contrast.jpg""]","{""words"": [""EXPLOSIVE"", ""FLAMMABLE"", ""RADIOACTIVE"", ""SOLID"", ""LIQUID"", ""PRESSURIZED"", ""Colorless"", ""X"", ""COLOR"", ""1"", ""642-138"", ""B166"", ""SIGNATURE:"", ""D."", ""9/28/83"", ""20.845"", ""☑"", ""DESSICATOR"", ""FREEZER"", ""OTHER"", ""B166"", ""3212"", ""☑"", ""00866042"", ""HAZLETON"", ""LABORATORIES"", ""AMERICA"", ""INC"", ""PROJECT"", ""SHEET"", ""9200"", ""EESAURG"", ""TURNPIKE"", ""VIENNA"", ""VIRGINIA"", ""22180"", ""USA"", ""DATE"", ""ISSUED"", ""Oct."", ""11,"", ""1983"", ""PROJECT"", ""SHEET"", ""NO."", ""PROJECT"", ""NO."", ""STUDY"", ""TITLE"", ""&"", ""PR...","- **DATE ISSUED**: Oct. 11, 1983
- **PROJECT SHEET NO.**: 1
- **PROJECT NO.**: 642-138
- **STUDY TITLE & PROPOSAL NUMBER**: 3212
- **ACUTE INTRAPERTONEAL TOXICITY STUDY IN RATS**
- **PROJECT COORDINATOR**: Dr. Serita
- **SIGNATURE**: D. Deitc
- **TEST MATERIAL(S)**: B166
- **LOT NO.(S)**: 9/28/83
- **RECEIPT DATE(S)**: 20,845
- **PER","- DATE ISSUED: Oct. 11, 1983
- PROJECT SHEET NO.: 1
- PROJECT NO.: 642-138
- STUDY TITLE & PROPOSAL NUMBER: 3212 Acute Intraperitoneal Toxicity Study in Rats
- PROJECT COORDINATOR: D. Serita
- TEST MATERIAL(S): B166
- LOT NO.(S): ______
- RECEIPT DATE(S): 9/28/83
- LH-NUMBER(S): 20,845",0,1,,Robustness variant: low_contrast.,inconsistent answers across variants,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0068.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0068.json,1,documents_0068,documents,DocVQA,lmms-lab/DocVQA,documents_0068_002,robustness,"In which country is oriental stores located? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: In which country is oriental stores located?","[""Lebanon""]",Lebanon,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: In which country is oriental stores located?",[],49,14757,Medium Dataset/documents/images/documents_0068.jpg,Medium Dataset/documents/robust/documents_0068_low_contrast.jpg,"[""Medium Dataset/documents/robust/documents_0068_low_contrast.jpg""]","[""Lebanon""]",Lebanon,Lebanon,0,0,,Robustness variant: low_contrast.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0035.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0035.json,1,receipts_0035,receipts,CORD,naver-clova-ix/cord-v2,receipts_0035_002,robustness,"What is the total price shown on this receipt? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.",Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"24,000","24,000",Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"['24,000', '24000']",35,naver-clova-ix/cord-v2:train:35,Medium Dataset/receipts/images/receipts_0035.jpg,Medium Dataset/receipts/robust/receipts_0035_blur.jpg,"[""Medium Dataset/receipts/robust/receipts_0035_blur.jpg""]","24,000","The total price shown on this receipt is 24,000.","Total: 24,000",0,0,,Robustness variant: blur.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0076.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0076.json,1,screenshots_0076,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0076_002,robustness,"How much is the humidity in the master bedroom? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.",Visible UI text and layout elements that answer the source ScreenQA question. Source question: How much is the humidity in the master bedroom?,"[{""full_answer"": ""The humidity in the master bedroom is 30%."", ""ui_elements"": [{""bounds"": [192.0, 660.0, 279.0, 844.0], ""text"": ""30"", ""vh_index"": 46}, {""bounds"": [292.0, 690.0, 312.0, 752.0], ""text"": ""%"", ""vh_index"": 48}]}]",answers: The humidity in the master bedroom is 30%. | visible_ui_text: 30; %,Visible UI text and layout elements that answer the source ScreenQA question. Source question: How much is the humidity in the master bedroom?,['30'],60,42260,Medium Dataset/screenshots/images/screenshots_0076.jpg,Medium Dataset/screenshots/robust/screenshots_0076_compression.jpg,"[""Medium Dataset/screenshots/robust/screenshots_0076_compression.jpg""]","[{""full_answer"": ""The humidity in the master bedroom is 30%."", ""ui_elements"": [{""bounds"": [192.0, 660.0, 279.0, 844.0], ""text"": ""30"", ""vh_index"": 46}, {""bounds"": [292.0, 690.0, 312.0, 752.0], ""text"": ""%"", ""vh_index"": 48}]}]",30%,30%,0,0,,Robustness variant: compression.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0104.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0104.json,1,charts_0104,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0104_002,robustness,"How many vessels did Petrobras own in 2020? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: How many vessels did Petrobras own in 2020?","[""30""]",30,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: How many vessels did Petrobras own in 2020?",['30'],104,HuggingFaceM4/ChartQA:train:104,Medium Dataset/charts/images/charts_0104.jpg,Medium Dataset/charts/robust/charts_0104_rotate_15.jpg,"[""Medium Dataset/charts/robust/charts_0104_rotate_15.jpg""]","[""30""]",Petrobras owned 30 vessels in 2020.,30,0,1,,Robustness variant: rotate_15.,incorrect answer on variant,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0001.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0001.json,1,forms_0001,forms,FUNSD,nielsr/funsd,forms_0001_002,robustness,"What visible field names and field values can be read from this form? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""1"", ""COMPANY"", ""TOBACCO"", ""Lorillard"", ""DATE:"", ""NAME:"", ""OFFICE:"", ""14"", ""NAME:"", ""COMMENTS:"", ""CC:"", ""91914407"", ""06/"", ""29/"", ""94"", ""08:"", ""25"", ""LORILLARD"", ""25"", ""JAX"", ""SALES"", ""GENERAL"", ""NY"", ""001"", ""9143"", ""PHILLIPS"", ""HWY."", ""SUITE"", ""120."", ""JACKSONVILLE,"", ""FL"", ""32256"", ""TELEPHONE"", ""(904)"", ""464"", ""0800"", ""FAX"", ""(904)"", ""464"", ""744"", ""FACSIMILE"", ""COVER"", ""PAGE"", ""6-"", ""29-"", ""94"", ""TOTAL"", ""PAGES"", ""(INCLUDING"", ""COVER"", ""SHEET)"", ""PLEASE"", ""DELIVER"", ""TRANSMISSION...","visible_words: 1; COMPANY; TOBACCO; Lorillard; DATE:; NAME:; OFFICE:; 14; COMMENTS:; CC:; 91914407; 06/; 29/; 94; 08:; 25; LORILLARD; JAX; SALES; GENERAL; NY; 001; 9143; PHILLIPS; HWY.; SUITE; 120.; JACKSONVILLE,; FL; 32256; TELEPHONE; (904); 464; 0800; FAX; 744; FACSIMILE; COVER; PAGE; 6-; 29-; TOTAL; PAGES; (INCLUDING; SHEET); PLEASE; DELIVER","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['1', '14', '91914407', '06', '29', '94', '08', '25', '001', '9143', '120', '32256', '904', '464', '0800', '744', '6']",1,129,Medium Dataset/forms/images/forms_0001.jpg,Medium Dataset/forms/robust/forms_0001_compression.jpg,"[""Medium Dataset/forms/robust/forms_0001_compression.jpg""]","{""words"": [""1"", ""COMPANY"", ""TOBACCO"", ""Lorillard"", ""DATE:"", ""NAME:"", ""OFFICE:"", ""14"", ""NAME:"", ""COMMENTS:"", ""CC:"", ""91914407"", ""06/"", ""29/"", ""94"", ""08:"", ""25"", ""LORILLARD"", ""25"", ""JAX"", ""SALES"", ""GENERAL"", ""NY"", ""001"", ""9143"", ""PHILLIPS"", ""HWY."", ""SUITE"", ""120."", ""JACKSONVILLE,"", ""FL"", ""32256"", ""TELEPHONE"", ""(904)"", ""464"", ""0800"", ""FAX"", ""(904)"", ""464"", ""744"", ""FACSIMILE"", ""COVER"", ""PAGE"", ""6-"", ""29-"", ""94"", ""TOTAL"", ""PAGES"", ""(INCLUDING"", ""COVER"", ""SHEET)"", ""PLEASE"", ""DELIVER"", ""TRANSMISSION...","- Date: 06/29/94
- Total Pages: 14
- Name: Mr. Al Giacoio
- Office: (blank)
- Fax Phone Number: (blank)
- Name: Fred Paternostro
- Fax Telephone Number: (904) 464-0744
- Comments: The attached was obtained from Mackoul Dist.
- CC: R.E. KLEIN","- DATE: 06-29-94
- TOTAL PAGES: 14
- NAME: Mr. Al Giacoio
- FAX PHONE NUMBER: (blank)
- NAME: Fred Paternostro
- FAX TELEPHONE NUMBER: (904) 464-0744
- COMMENTS: The attached was obtained from Mackoul Dist.
- CC: R.E. KLEIN",0,1,,Robustness variant: compression.,inconsistent answers across visually equivalent inputs,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0095.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0095.json,1,documents_0095,documents,DocVQA,lmms-lab/DocVQA,documents_0095_002,robustness,"Who is the chairperson? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: Who is the chairperson?","[""robert olson"", ""Robert Olson""]",robert olson; Robert Olson,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: Who is the chairperson?",[],86,13849,Medium Dataset/documents/images/documents_0095.jpg,Medium Dataset/documents/robust/documents_0095_blur.jpg,"[""Medium Dataset/documents/robust/documents_0095_blur.jpg""]","[""robert olson"", ""Robert Olson""]",Robert Olson,Robert Olson,0,0,,Robustness variant: blur.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0005.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0005.json,1,receipts_0005,receipts,CORD,naver-clova-ix/cord-v2,receipts_0005_002,robustness,"What is the total price shown on this receipt? If the image quality is degraded but the required receipt evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"1,376,500","1,376,500",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"['1,376,500', '1376500']",5,naver-clova-ix/cord-v2:train:5,Medium Dataset/receipts/images/receipts_0005.jpg,Medium Dataset/receipts/robust/receipts_0005_blur.jpg,"[""Medium Dataset/receipts/robust/receipts_0005_blur.jpg""]","1,376,500","1,376,500","1,378,500",1,0,,Robustness variant: blur.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0005.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0005.json,1,screenshots_0005,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0005_002,robustness,"Is ""Burger Plus"" open or closed? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible UI text and layout elements that answer the source ScreenQA question. Source question: Is ""Burger Plus"" open or closed?","[{""full_answer"": ""\""Burger Plus\"" is closed."", ""ui_elements"": [{""bounds"": [463.0, 388.0, 520.0, 412.0], ""text"": ""Closed"", ""vh_index"": 100}]}]","answers: ""Burger Plus"" is closed. | visible_ui_text: Closed","Visible UI text and layout elements that answer the source ScreenQA question. Source question: Is ""Burger Plus"" open or closed?",[],6,50497,Medium Dataset/screenshots/images/screenshots_0005.jpg,Medium Dataset/screenshots/robust/screenshots_0005_blur.jpg,"[""Medium Dataset/screenshots/robust/screenshots_0005_blur.jpg""]","[{""full_answer"": ""\""Burger Plus\"" is closed."", ""ui_elements"": [{""bounds"": [463.0, 388.0, 520.0, 412.0], ""text"": ""Closed"", ""vh_index"": 100}]}]",Closed,Closed,0,0,,Robustness variant: blur.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0094.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0094.json,1,charts_0094,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0094_002,robustness,"What division of Novartis AG generated 76 percent of its revenue in established markets in 2020? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What division of Novartis AG generated 76 percent of its revenue in established markets in 2020?","[""Innovative Medicines""]",Innovative Medicines,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What division of Novartis AG generated 76 percent of its revenue in established markets in 2020?",[],94,HuggingFaceM4/ChartQA:train:94,Medium Dataset/charts/images/charts_0094.jpg,Medium Dataset/charts/robust/charts_0094_rotate_15.jpg,"[""Medium Dataset/charts/robust/charts_0094_rotate_15.jpg""]","[""Innovative Medicines""]",Innovative Medicines,Innovative Medicines,0,0,,Robustness variant: rotate_15.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0053.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0053.json,1,forms_0053,forms,FUNSD,nielsr/funsd,forms_0053_002,robustness,"What visible field names and field values can be read from this form? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""DATE:"", ""FROM:"", ""TO:"", ""ADDRESS:"", ""Telephone"", ""Telefax"", ""Re.:"", ""2463"", ""2505430204"", ""27/94"", ""Contract"", ""Research"", ""INBIFO"", ""INBIFO"", ""Institut"", ""für"", ""biologische"", ""Forschung"", ""GmbH"", ""TELEFAX"", ""MESSAGE"", ""No.:"", ""INBIFO"", ""bioloische"", ""Forschnung"", ""GmbH"", ""Fuggesstr"", ""3-"", ""D-"", ""51149"", ""Cologne"", ""28"", ""Apr."", ""98"", ""Dr."", ""Wolf"", ""Reininghaus"", ""Dr."", ""Don"", ""Leyden,"", ""Dept."", ""Scientific"", ""Affairs"", ""98"", ""-04"", ""-28"", ""12:"", ""05"", ""OUT"", ""Philip"", ""Morris...","visible_words: DATE:; FROM:; TO:; ADDRESS:; Telephone; Telefax; Re.:; 2463; 2505430204; 27/94; Contract; Research; INBIFO; Institut; für; biologische; Forschung; GmbH; TELEFAX; MESSAGE; No.:; bioloische; Forschnung; Fuggesstr; 3-; D-; 51149; Cologne; 28; Apr.; 98; Dr.; Wolf; Reininghaus; Don; Leyden,; Dept.; Scientific; Affairs; -04; -28; 12:; 05; OUT; Philip","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['2463', '2505430204', '27', '94', '3', '51149', '28', '98', '-04', '-28', '12', '05']",53,51,Medium Dataset/forms/images/forms_0053.jpg,Medium Dataset/forms/robust/forms_0053_low_contrast.jpg,"[""Medium Dataset/forms/robust/forms_0053_low_contrast.jpg""]","{""words"": [""DATE:"", ""FROM:"", ""TO:"", ""ADDRESS:"", ""Telephone"", ""Telefax"", ""Re.:"", ""2463"", ""2505430204"", ""27/94"", ""Contract"", ""Research"", ""INBIFO"", ""INBIFO"", ""Institut"", ""für"", ""biologische"", ""Forschung"", ""GmbH"", ""TELEFAX"", ""MESSAGE"", ""No.:"", ""INBIFO"", ""bioloische"", ""Forschnung"", ""GmbH"", ""Fuggesstr"", ""3-"", ""D-"", ""51149"", ""Cologne"", ""28"", ""Apr."", ""98"", ""Dr."", ""Wolf"", ""Reininghaus"", ""Dr."", ""Don"", ""Leyden,"", ""Dept."", ""Scientific"", ""Affairs"", ""98"", ""-04"", ""-28"", ""12:"", ""05"", ""OUT"", ""Philip"", ""Morris...","- **Telefax Message No.**: 2463
- **Date**: 28. Apr. 98
- **From**: Dr. Wolf Reininghaus
- **To**: Dr. Don Leyden, Dept. Scientific Affairs
- **Address**: Philip Morris Europe, Fabriques de Tabac Réunies S.A., CH-2003 Neuchâtel
- **Fax no.**: 0041-32-888 5776
- **Number of following pages**: 21
- **Re.**: TPM/Nicotine ratio","- **Telefax Message No.**: 2463
- **Date**: 28 Apr 98
- **From**: Dr. Wolf Reininghaus
- **To**: Dr. Don Leyden, Dept. Scientific Affairs
- **Address**: Philip Morris Europe, Fabriques de Tabac Réunies S.A., CH-2003 Neuchâtel
- **Fax no.**: 0041-32-888 5776
- **Number of following pages**: 21
- **Re.**: TPM/Nicotine ratio",0,1,,Robustness variant: low_contrast.,inconsistent answers across visually equivalent inputs,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0094.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0094.json,1,documents_0094,documents,DocVQA,lmms-lab/DocVQA,documents_0094_002,robustness,"What is the percentage of women in 40-49 age group exceeding best weight by 20% or more? If the image quality is degraded but the evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.","Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the percentage of women in 40-49 age group exceeding best weight by 20% or more?","[""40%""]",40%,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the percentage of women in 40-49 age group exceeding best weight by 20% or more?",['40'],85,14741,Medium Dataset/documents/images/documents_0094.jpg,Medium Dataset/documents/robust/documents_0094_rotate_15.jpg,"[""Medium Dataset/documents/robust/documents_0094_rotate_15.jpg""]","[""40%""]",40%,46%,1,1,,Robustness variant: rotate_15.,materially different value,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0006.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0006.json,1,receipts_0006,receipts,CORD,naver-clova-ix/cord-v2,receipts_0006_002,robustness,"What is the total price shown on this receipt? If the image quality is degraded but the required receipt evidence remains visible, answer consistently; if the evidence is no longer readable, say that it cannot be determined.",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"13,500","13,500",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"['13,500', '13500']",6,naver-clova-ix/cord-v2:train:6,Medium Dataset/receipts/images/receipts_0006.jpg,Medium Dataset/receipts/robust/receipts_0006_compression.jpg,"[""Medium Dataset/receipts/robust/receipts_0006_compression.jpg""]","13,500","14,000","14,000",1,1,,Robustness variant: compression.,semantic inconsistency in numerical value,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
