status,target,certifiable_alpha,R_J_hat,c_J_prime,n_records,n_M1,n_M0,true_positive,false_positive,TPR,FPR,reliable,unreliable_reason,repeat_index,n_M,n_J,zeta,alpha_min,alpha_max,alpha_step
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,395,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",396,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,3,2,3,0,1.0,0.0,True,,397,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",398,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,399,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,400,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,401,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.38,0.2,0.20147464636852283,5,3,2,3,0,1.0,0.0,True,,402,5,20,0.05,0.01,0.8,0.01
not_certified,visual_factuality,,0.7,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,403,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,404,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",405,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,406,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,3,2,3,0,1.0,0.0,True,,407,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,408,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,409,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",410,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",411,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,412,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,413,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,414,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,415,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,416,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,417,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,418,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,419,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,420,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,421,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,422,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",423,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,424,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,3,2,3,0,1.0,0.0,True,,425,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,426,5,20,0.05,0.01,0.8,0.01
not_certified,visual_factuality,,0.7,0.6528798190839772,5,3,2,3,0,1.0,0.0,True,,427,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",428,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,429,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,430,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,431,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,432,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",433,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",434,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,435,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",436,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",437,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.38,0.2,0.20147464636852283,5,4,1,4,0,1.0,0.0,True,,438,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,439,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",440,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,441,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,442,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,443,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,3,2,3,0,1.0,0.0,True,,444,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",445,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,446,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,447,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,448,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,449,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",450,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,3,2,3,0,1.0,0.0,True,,451,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.44,0.25,0.2574286568093023,5,3,2,3,0,1.0,0.0,True,,452,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",453,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,454,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.38,0.2,0.20147464636852283,5,4,1,4,0,1.0,0.0,True,,455,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,456,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",457,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,458,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,3,2,3,0,1.0,0.0,True,,459,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,3,2,3,0,1.0,0.0,True,,460,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,461,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,462,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.44,0.25,0.2574286568093023,5,3,2,3,0,1.0,0.0,True,,463,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",464,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",465,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.44,0.25,0.2574286568093023,5,4,1,4,0,1.0,0.0,True,,466,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.38,0.2,0.20147464636852283,5,3,2,3,0,1.0,0.0,True,,467,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,468,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,469,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",470,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",471,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,472,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",473,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,474,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",475,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",476,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",477,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,478,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,479,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,480,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.44,0.25,0.2574286568093023,5,4,1,4,0,1.0,0.0,True,,481,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,482,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,483,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,484,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,485,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,486,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,487,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",488,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.38,0.2,0.20147464636852283,5,4,1,4,0,1.0,0.0,True,,489,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",490,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,491,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",492,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,493,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,494,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",495,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",496,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,497,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,498,5,20,0.05,0.01,0.8,0.01
not_certified,visual_factuality,,0.8,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,499,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,500,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,501,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,3,2,3,0,1.0,0.0,True,,502,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,503,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,504,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,505,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",506,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.38,0.2,0.20147464636852283,5,4,1,4,0,1.0,0.0,True,,507,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",508,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,3,2,3,0,1.0,0.0,True,,509,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,510,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,511,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,512,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,513,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,514,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,515,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,516,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,517,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,518,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,519,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,520,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",521,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",522,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,523,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,524,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,525,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,526,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,527,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,528,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.44,0.25,0.2574286568093023,5,3,2,3,0,1.0,0.0,True,,529,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,530,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,531,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,532,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,533,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",534,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,535,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,536,5,20,0.05,0.01,0.8,0.01
not_certified,visual_factuality,,0.7,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,537,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",538,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,539,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,540,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,541,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,542,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,3,2,3,0,1.0,0.0,True,,543,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,544,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,545,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,546,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,547,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,548,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,549,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,550,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,551,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,552,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",553,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,554,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,555,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,556,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,557,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,558,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,559,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,560,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,561,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,562,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,563,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,564,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,3,2,3,0,1.0,0.0,True,,565,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,566,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,3,2,3,0,1.0,0.0,True,,567,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,568,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,569,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,570,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.38,0.2,0.20147464636852283,5,4,1,4,0,1.0,0.0,True,,571,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,572,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,573,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,574,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",575,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",576,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,577,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,578,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,579,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,580,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,581,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,582,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,583,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,584,5,20,0.05,0.01,0.8,0.01
